id	text	aspect	polarity
1908	however looking at the table next to ours we both sort of wished we had ordered pizza which looked perrrrrrrrrfect	food	1
1909	for meetball night	anecdotes miscellaneous	0
1910	the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners which is not good considering the bill was nearly	food	-1
1911	tuk tuk is one of the rare choices for me to go in brooklyn	anecdotes miscellaneous	1
1912	it was rather pathetic that it took them over an hour to seat us	service	-1
1913	the thai ice tea was amazingly smooth and yummy	food	1
1914	they are fast	service	1
1915	anyway this is the last time i cross the williamsburg	anecdotes miscellaneous	-1
1916	and when i visit her i make it a point to eat at ino at least once daily if not once for the whole trip	anecdotes miscellaneous	1
1917	plain and simple it is bad thai food	food	-1
1918	the food is consistently wonderful i have been coming here for years and the owner has always been accomodating and friendly	service	1
1919	would have rather tried terrace in the sky or water club for that price	price	-1
1920	service was warm and attentive beef carpaachio was exellent huge portion and pasta was fresh and well prepared	service	1
1921	i have to say that if this what makes it easier to get a saet a lunch i dont mind	anecdotes miscellaneous	0
1922	lived in shanghai most of my life and thought the food was comparable to the flagship green bo restaurant there	food	1
1923	if we were to move from the upper east side we would genuinely miss this restaurant	anecdotes miscellaneous	1
1924	the waiter was attentive	service	1
1925	service was also horrible and the ambience is not that great	ambience	-1
1926	after reading the posts i was always skeptical to go to the minnow despite living in park slope	anecdotes miscellaneous	0
1927	a great way to make some money is to buy a case of snapple from costco and sell it right outside for only	anecdotes miscellaneous	0
1928	as much as i like the food there i can not bring myself to go back	anecdotes miscellaneous	-1
1929	i am a lb girl had a glass of wine and a glass of beer prior to the dinner and i was still hungry after my visit to this place	food	-1
1930	the food was terrific and the service classy attentive without being overbearing	service	1
1931	the food always tastes fresh and served promptly	service	1
1932	worth visiting the st ave spot because it is the original store	anecdotes miscellaneous	1
1933	restaurant was dirty and unkempt	ambience	-1
1934	strike up a conversation with the attorney next to you or with the local union worker on the other side	anecdotes miscellaneous	0
1935	also the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday unexpected but a truly above and beyond thing to do	service	1
1936	this is a great thai restaurant with a very friendly staff	service	1
1937	for years i thought tuscan cuisine was the best but salvatore converted me to the hearty neapolitan fare on my first visit	food	1
1938	such nice people working here but i have to review the food	food	0
1939	to me it exemplifies soho cute artsy interesting	ambience	1
1940	the prices are exceptionally reasonable for food of this caliber	food	1
1941	ambience is so cute and quaint good for business although we were there on vacation	ambience	1
1942	with so many good restaurants on the uws i do not need overpriced food absurdly arrogant wait staff who do not recognize they work at a glorified diner clumsy service and management that does not care	food	-1
1943	they charge for rice	price	-1
1944	with so many good restaurants on the uws i do not need overpriced food absurdly arrogant wait staff who do not recognize they work at a glorified diner clumsy service and management that does not care	price	-1
1945	if you d like to have a nice light meal with an asian accent long tan is a good place on the slope	food	1
1946	well their deliveries take for ever and the food is usually cold	food	-1
1947	i live nearby and when they first opened i ate there a lot	anecdotes miscellaneous	0
1948	service was quick	service	1
1949	really	anecdotes miscellaneous	0
1950	the bagels have an outstanding taste with a terrific texture both chewy yet not gummy	food	1
1951	the sushi is average and the prices are anything but	price	-1
1952	this is not a value joint	price	-1
1953	this was one of the best restaurants i have ever been to	anecdotes miscellaneous	1
1954	gigino in wagner park is so enjoyable	anecdotes miscellaneous	1
1955	its an excellent place to relax and the food is one of the best in the city of new york	ambience	1
1956	i do not live in ny but my best friend does	anecdotes miscellaneous	0
1957	the establishment scores big points in presentation and style	ambience	1
1958	admittedly this is not the place for gigantic pieces of fish overflowing the plate and thank goodness in my opinion but for simple elegant sushi there is no better place in new york or anywhere in the us	food	1
1959	we could not carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we are taking too much time amazing we just sat down	service	-1
1960	we were fans of the half price saturday night option until some inedible squid during a recent visit	food	-1
1961	with the great variety on the menu i eat here often and never get bored	food	1
1962	service was devine oysters where a sensual as they come and the price can not be beat	service	1
1963	we were pleasantly surprised	anecdotes miscellaneous	1
1964	the food is delicious and beautifully prepared along with the friendly and personable service	food	1
1965	i go back in line like three times on average until i can not walk anymore	anecdotes miscellaneous	0
1966	if i wanted to deal with a crappy scene and annoying customers i d go out in manhattan	ambience	-1
1967	we thought this a prelude to what the evening will be like	anecdotes miscellaneous	0
1968	at the end you are left with a mild broth with noodles that you can slurp out of a cup	food	1
1969	and everytime i go there a bunch of drunk idiots making a scene out front	ambience	-1
1970	can not wait wait for my next visit	anecdotes miscellaneous	1
1971	the owner and staff are all japanese as well and that adds to the entire ambiance	ambience	1
1972	i particularly love their yellowfun tuna and their mussel selection	food	1
1973	pricey but worth a try at least once	anecdotes miscellaneous	1
1974	i got an excellent piece of cheesecake and we had several other nice pastries	food	1
1975	the sicilian is my favorite it is moist not dry like most places but all their pizza is great	food	1
1976	great deal	anecdotes miscellaneous	1
1977	i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere	service	-1
1978	over the years the host vittorio and his crew have always treated me as family although with all the business this not so little gem does it amazing he is even able to remember a consistent but not so frequent visitor	service	1
1979	we took advanatage of the half price sushi deal on saturday so it was well worth it	price	1
1980	the service is excellent the decor is great and the food is delicious and comes in large portions	ambience	1
1981	i live on the street this place is on	anecdotes miscellaneous	0
1982	all my co workers were amazed at how small the dish was	food	-1
1983	the only thing more wonderful than the food which is exceptional is the service	food	1
1984	save your money and do not waste your calories go to margharita on washington street instead they have amazing food and the best service	anecdotes miscellaneous	-1
1985	its also a bit of a hassle to get to without a car i happen to live in inwood	anecdotes miscellaneous	-1
1986	it will not break the bank but i also wouldnt come back for the food	food	-1
1987	nice atmosphere the service was very pleasant and the desert was good	food	1
1988	ive been here so many times the waiters know my name	anecdotes miscellaneous	0
1989	we bring in a party of ten or so every week	anecdotes miscellaneous	0
1990	first the wrong bread came out with the appetizer then when i tried to order a second glass of wine for my main course	service	-1
1991	the ambience is very romantic and definitely a good place to bring a date	ambience	1
1992	most of the servers are very attentive friendly and quite attractive	service	1
1993	one of the best chicken tikka masala	food	1
1994	we were very surprised by how good the food was on our first visit here on a sunday night	food	1
1995	i know because i live nearby	anecdotes miscellaneous	0
1996	we went to eat at the jekyll and hyde restaurant on friday night and really enjoyed the fun atmosphere and good food	food	1
1997	thalia is a beautiful restaurant with beautiful people serving you but the food does not quite match up	service	1
1998	cute place nice wait staff but would never go there again	service	1
1999	super friendly and knowledgable staff fabulous bistro fare and a wonderful jazz brunch with great live jazz the chilaquiles were awesome	service	1
2000	i love ess a bagel but i live on the west side so i often go to murray for convenience	anecdotes miscellaneous	1
2001	we liked it so much that we will always make it a point to dine here when we visit new york	anecdotes miscellaneous	1
2002	i have walked by this place for eons and finally went thanks to a girls night	anecdotes miscellaneous	0
2003	really though where the seasoning	food	-1
2004	we were very disappointed	anecdotes miscellaneous	-1
2005	highly recommended	anecdotes miscellaneous	1
2006	i pray it stays open forever	anecdotes miscellaneous	1
2007	one of my favorite restaurants in the neighborhood	anecdotes miscellaneous	1
2008	out of the hundreds of italian restaurants in queens this is among the best	anecdotes miscellaneous	1
2009	the prices and ambience are especially great considering it is in the west village	price	1
2010	i love the place	anecdotes miscellaneous	1
2011	the service was attentive yet discreet	service	1
2012	okay service	service	0
2013	the shrimp scampi was excellent and the antipasti were plentiful	food	1
2014	leave the kids at home	anecdotes miscellaneous	0
2015	this restaurant used to be our regular thursday night dinner location	anecdotes miscellaneous	0
2016	we ate outside at haru sake bar because haru restaurant next door was overflowing	anecdotes miscellaneous	0
2017	be careful of portions they are huge	food	1
2018	the dining room is quietly elegant with no music to shout over how refreshing	ambience	1
2019	a pleasant surprise	anecdotes miscellaneous	1
2020	tends to turn people away	anecdotes miscellaneous	-1
2021	everyone was more then happy with his choices	service	1
2022	their sake list was extensive but we were looking for purple haze which was not listed but made for us upon request	food	1
2023	it is a perfect place to have a amanzing indian food	food	1
2024	the pizza was great	food	1
2025	i am partial to the gnocchi	food	1
2026	our first greeting when we entered was the last call is at	service	-1
2027	a word to the wise the hoboken health inspector clued me to his findings that this is the cleanest restaurant in town	anecdotes miscellaneous	1
2028	decent wine selection too	food	1
2029	delicious food at a great price but do not go here on a cold day and sit by the front door	ambience	-1
2030	the appetizing is excellent just as good as zabars barney greengrass at a reasonable price if bought by the pound	food	1
2031	right off the major deegan you get ladies from all over the city	ambience	1
2032	been going here since it opened have seen the quality value decrease considerably	anecdotes miscellaneous	-1
2033	i knew upon visiting nyc that i wanted to try an orginal deli	anecdotes miscellaneous	0
2034	a wonderful place	anecdotes miscellaneous	1
2035	my wife and i were in nyc celebrating our th anniversary	anecdotes miscellaneous	0
2036	vt is what baby pizzas hope to be when they grow up	anecdotes miscellaneous	1
2037	never again	anecdotes miscellaneous	-1
2038	it is a great place to pick up a cheap lunch or dinner	price	1
2039	the food arrived minutes after i called cold and soggy	service	-1
2040	if you are craving for haru great food especially the house roll but can not stand the wait building outisde head across the street to their sake bar	service	-1
2041	the drinks are amazing and half off till pm	price	1
2042	not the greatest sushi place but excellent for a all you can eat	food	0
2043	we go on mondays for the prix fixe and our experience with the food has been comparable to blue ribbon	food	0
2044	i will not go back unless someone else is footing the bill	price	-1
2045	dip the ingredients in with your chopsticks swirl them around and eat	food	0
2046	our teenage kids love it too	anecdotes miscellaneous	1
2047	great bagels made the old fashioned way	food	1
2048	katz deli is a great ny experience	anecdotes miscellaneous	1
2049	the service is descent even when this small place is packed	service	1
2050	do not expect to sit down inside though there are only a few tables and they are always full	ambience	-1
2051	the food was delicious i had a halibut special my husband had steak and the service was top notch	food	1
2052	this was the perfect quiet relaxing and delicious accompaniment to our afternoon of theater	ambience	1
2053	secondly on this night the place was overwhelmed by upper east side ladies perfume	ambience	-1
2054	delicious simple food in nice outdoor atmosphere	food	1
2055	after reading the good reviews of this restaurant i decided to give it a try with two friends	anecdotes miscellaneous	0
2056	i haven t been to the other locations	anecdotes miscellaneous	0
2057	i work around the corner and tried it with a colleague for the first time	anecdotes miscellaneous	0
2058	for authentic thai food look no further than toons	food	1
2059	service was also very good	service	1
2060	the atmosphere is nothing special but it feels like a sushi establishment in tokyo	ambience	0
2061	i have lived in ny for many years and have dined at many restaraunts	anecdotes miscellaneous	0
2062	in any event even though its a bit on the pricey side we still love this restaurant and will definitely go back	price	-1
2063	spice is great thai food love the inexpensive appetizers	food	1
2064	more important the sushi rivals the best in tokyo	food	1
2065	the food is expensive but worth every bite	price	-1
2066	i am happy i did the food was awsome	food	1
2067	we have never had any problems with charging the meal or the tip and the food was delivered quickly but we live only a few minutes walk from them	service	1
2068	worth the trip from manhattan	anecdotes miscellaneous	1
2069	i ordered the smoked salmon and roe appetizer and it was off flavor	food	-1
2070	the food was delicious the atmosphere was relaxed and we have now adopted plate as our secret on second	ambience	1
2071	service is great takeout is good too	food	1
2072	i absolutely loved this place	anecdotes miscellaneous	1
2073	the menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them	food	1
2074	we love the food drinks and atmosphere	food	1
2075	for dessert we split chocolate cake and vanilla gelato with espresso which were tasty but i thought a bit overpriced	food	1
2076	the staff was knowledgeable and full of personality	service	1
2077	no plans to return anytime soon	anecdotes miscellaneous	-1
2078	maybe tomorrow	anecdotes miscellaneous	0
2079	thalia is a beautiful restaurant with beautiful people serving you but the food does not quite match up	food	-1
2080	the only disappointment was the coat check girls who didn t seem to know what a customer is on a realtively non busy night for the coat check girls	service	-1
2081	i am happy to have nosh in the neighborhood and the food is very comforting	anecdotes miscellaneous	1
2082	the food was great and the service was even better	food	1
2083	i can not imagine you not rushing out to eat there	anecdotes miscellaneous	1
2084	we were not disappointed	anecdotes miscellaneous	1
2085	it is super trendy and there always someone to take that empty seat so it seems that customer service has been deemed not of the essence	ambience	1
2086	i read the other review and have to say i had the opposite experience here last sunday	anecdotes miscellaneous	0
2087	i highly recommend cafe st bart for their food the ambience and wonderful service	service	1
2088	i was back to back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again	ambience	-1
2089	the food was just awful atrocious actually	food	-1
2090	from beginning appetizers the scallops were incredible to the delicious chocolate souffle with rasberry mint sorbet we were delighted by the taste sensations	food	1
2091	great bagels spreads and a good place to hang out in	anecdotes miscellaneous	1
2092	joya used to be a cool spot with decent food and a colorful if not relaxed atmosphere	food	1
2093	if you live in new york city you ll find better food at small restaurants outside of time square and spend half the amount	price	-1
2094	its located in greenewich village	anecdotes miscellaneous	0
2095	they were able to squeeze me in at after i called the night before my anniversary for a friday night reservation and told me they d treat us well for the occasion	anecdotes miscellaneous	0
2096	no dress codes no attitudes plenty of comfort companionship a great place to relax in an always busy midtown	ambience	1
2097	great wine list reasonably priced sara	price	1
2098	all pretty good	anecdotes miscellaneous	1
2099	will not or can not is not in the service directory	service	1
2100	it is not a place for tourists or someone who has never dined in bay ridge	anecdotes miscellaneous	0
2101	even with the prix fixe pricing this restaurant is not worth it	anecdotes miscellaneous	-1
2102	they treat me like family morning and night	service	1
2103	we have been to grocery three times and not once has an item on the menu disappointed	food	1
2104	i can not imagine better indian food in all of the city	food	1
2105	wonderful at holiday time	anecdotes miscellaneous	1
2106	this has got to be one of the most overrated restaurants in brooklyn	anecdotes miscellaneous	-1
2107	the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt	food	1
2108	based on the reviews on here it appears that the restaurant is overwhelmed after the pm	anecdotes miscellaneous	0
2109	incredibly poor service an food quality at exorbitant prices	price	-1
2110	even though the restaurant was packed we were seated promptly and even asked for a table upstairs with no problems	service	1
2111	everything looks great the drinks the decor the food even the people	food	1
2112	yourself a favor and have dinner here and see if you dont agree with me	anecdotes miscellaneous	1
2113	one of my favorites though was the angry lobster a cold lobster salad that was magnificent	food	1
2114	volare virgins or weekly regulars everyone gets treated the same and you can not ask for more than that when the service is this friendly	service	1
2115	the staff makes you feel at home the food is great and the atmosphere is wonderful	service	1
2116	i will be going back and heartily recommend it	anecdotes miscellaneous	1
2117	i hate hate hate this place	anecdotes miscellaneous	-1
2118	after hearing a lot of great things about the restaurant and passing by it on a daily basis we decided to try	anecdotes miscellaneous	0
2119	prices too high for this cramped and unappealing resturant	price	-1
2120	the service is friendly if not the most prompt in the world the food is great and the prices while not cheap will not put your wallet out of commission	food	1
2121	nobody at this restaurant will give firm answers about anything and in the end not one person takes responsibility for anything	service	-1
2122	i have been here a few times for dinner once for brunch and twice for lunch	anecdotes miscellaneous	0
2123	the place was nice and calm	ambience	1
2124	also do not plan on asking for your favorite roll if it is not on the menu you can not have it	food	-1
2125	the staff is accomodating the ambiance is exciting and yet relaxed and the food is out of this world	service	1
2126	we shared a bottle of sake an order of edamames and she had the sushi plate while i had the sashimi	food	0
2127	stumbled upon this gem of a pizza place and i will be going back frequently	anecdotes miscellaneous	1
2128	aside from the rushed service we were very impressed with the food and the drinks	food	1
2129	the only positive was the wait staff which was prompt knowledgable and likeable	service	1
2130	what the difference between the two	anecdotes miscellaneous	0
2131	try the pad thai it is fabulous and their prices are so cheap	price	1
2132	the halibut was too salty dessert was so so do not waste any of your calories and service was poor	service	-1
2133	had appetizer entrees and cokes and the bill was not including tip	price	0
2134	this is by far my favorite restaurant in nyc and i only wish it were more affordable so i could go more often	price	-1
2135	they are opening two more places as i saw a flyer there one in yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey	anecdotes miscellaneous	0
2136	i highly recommend the restaurant based on our experience last night	anecdotes miscellaneous	1
2137	there is actually space to breathe and the decor sets the tone for an intimate dinner	ambience	1
2138	mermaid inn is an overall good restaurant with really good seafood	food	1
2139	prices too high for this cramped and unappealing resturant	ambience	-1
2140	check out the secret back room	ambience	1
2141	faan is sooo good	anecdotes miscellaneous	1
2142	the menu is prix fixe so be prepared to spend at least per person but it is well worth itsuperb food	food	1
2143	do not try unless you are just going there to hang out like the rest of the hipsters who apparently have no sense of taste	anecdotes miscellaneous	-1
2144	a great choice at any cost and a great deal	price	1
2145	i went to this restaurant with a woman that i met recently	anecdotes miscellaneous	0
2146	all we received was an apology as we left to see our show without dinner	service	-1
2147	ask for usha the nicest bartender in manhattan	service	1
2148	we have been to this place many times and always have great food wine and service	food	1
2149	it helps if you know what to order	anecdotes miscellaneous	0
2150	something about them being busy with holiday party	anecdotes miscellaneous	-1
2151	the location and ambience is ok but the food is what makes up for it	ambience	0
2152	love pizza	anecdotes miscellaneous	1
2153	patroon features a nice cigar bar and has great staff	ambience	1
2154	no you are going to go back because the food was good	food	1
2155	wait staff is blantently unappreciative of your business but its the best pie on the uws	service	-1
2156	we ate out in the back patio which is worth it as it is cool and the music is hear well there	ambience	1
2157	and all of that will not break your bank	price	1
2158	i have eaten at saul many times the food is always consistently outrageously good	anecdotes miscellaneous	0
2159	horrible food and horrible service	food	-1
2160	we concluded with tiramisu chocolate cake both were delicious	food	1
2161	the menu is prix fixe so be prepared to spend at least per person but it is well worth itsuperb food	price	-1
2162	it was tiny and i felt like i was eating in someone living room	ambience	-1
2163	anyway the food is good the price is right and they have a decent wine list	price	1
2164	i have been to naples for dinner twice	anecdotes miscellaneous	0
2165	just go and see for yourself	anecdotes miscellaneous	0
2166	great atmoshere and worth every bit	ambience	1
2167	i will never visit this restaurant again	anecdotes miscellaneous	-1
2168	ciao bella	anecdotes miscellaneous	0
2169	service could be improved but overall this is a place that understands the importance of little things the heavy black antique seeming teapot for one in the restaurant experience	anecdotes miscellaneous	1
2170	for the price you can not eat this well in manhattan	price	1
2171	in any event this is a place i ll be sure to stop by again when i am in this part of town	anecdotes miscellaneous	1
2172	however go for the ambience and consider the food just a companion for a trip across the world	ambience	1
2173	this is the best secret place in midtown i heard that from the bartender after having brilliant food try steak with portobello mushrooms and drinks on the bar last tuesday	food	1
2174	they have it all great price food and service	food	1
2175	waiters tend to forget drinks completely food portions are so tiny two people have trouble sharing one entree	food	-1
2176	last memorial day i tried to make reservations but was told they were closed that weekend interesting but	service	-1
2177	the only thing i could get attention from was one of at least two cats running around that kept batting at my table	anecdotes miscellaneous	-1
2178	this is a great thai restaurant with a very friendly staff	anecdotes miscellaneous	1
2179	as a fan of thai i have tried quite a few different restaurants in nyc and this one was definitely the worst	anecdotes miscellaneous	-1
2180	just do not take the seat between the bar and the back half of the restaurant i saw a woman get nudged times sitting there	ambience	-1
2181	my husband had the mesclun salmon and ice cream and he enjoyed all courses	food	1
2182	just straight up cheap good food	food	1
2183	worth a visit	anecdotes miscellaneous	1
2184	other than being a little crowded and a bit overpriced the atmosphere is filled with energy and the beautiful people of course and the food was surprising good	price	-1
2185	although the tables may be closely situated the candle light food quality and service overcompensate	food	1
2186	we thought that this place is using too much of msg cooking in the foods	food	-1
2187	pricey but worth a try at least once	price	-1
2188	orsay is without a doubt one of the best values for authentic french food in nyc	food	1
2189	so some of the reviews here are accurate about the crowd and noise	anecdotes miscellaneous	0
2190	the price was extremely reasonable for the appetizers and food we ate	price	1
2191	the seating was if they were trying to get the maximum amount of people into the restaurant so be nice to your neighbor when you dine here	ambience	-1
2192	i thought going to jimmys would give me a real domincan exprience	anecdotes miscellaneous	0
2193	the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can	ambience	-1
2194	the food was mediocre at best but it was the horrible service that made me vow never to go back	service	-1
2195	after a seafood craving i checked citysearch and chose to go to fish based on a previous review and the citysearch info	anecdotes miscellaneous	0
2196	example is the soup which was about oz for dollars and the mushrooms where for about oz	price	1
2197	service was efficient courteous	service	1
2198	the fries are yummy	food	1
2199	while there are plenty of places to go for a good corned beef sandwich katz has a charm about it	food	1
2200	great food great decor great service	food	1
2201	the cuisine from what i have gathered is authentic taiwanese though its very different from what i have been accustomed to in taipei	food	0
2202	the setting is casual and romantic	ambience	1
2203	having hunted around for a quiet romantic yet not hideously expensive restaurant i stumbled across reviews for la lanterna and gave it a shot	anecdotes miscellaneous	0
2204	for some reason the place was empty when we got in and remained so for the entire evening i do not understand why but we had a blast and will definately go back the next time we are in the area	anecdotes miscellaneous	1
2205	killer sushi	food	1
2206	go here for the drinks	food	1
2207	we were disappointed with the pre fixe menu of only choices per course other restaurants offer choices and ended up ordering a la carte	food	-1
2208	after being told that our party of three would be seated in minutes and watching other parties multiples of and higher seated for minutes the three of us were squished into a small person table	anecdotes miscellaneous	-1
2209	food is great and inexpensive	food	1
2210	i have been here times for lunch and it is one of my favorites in the city	anecdotes miscellaneous	1
2211	the staff is very kind and well trained they are fast they are always prompt to jump behind the bar and fix drinks they know details of every item in the menu and make excelent recomendations	service	1
2212	then we ordered a dinosaur rolls and white tuna sashimi	food	0
2213	you rarely have to wait for a seat and the currys masaman green red are full of flavor and come super spicy if you ask for it	food	1
2214	and the bill was outragous	price	-1
2215	anyways if you are in the neighborhood to eat good food i wouldn t waste my time trying to find something rather go across the street to tamari	food	-1
2216	i ordered a lassi and asked times for it but never got it	service	-1
2217	so for good food i d recommend it but not for a fun night out	ambience	-1
2218	at first i was rolling my ideas of yet another french place on the ues	anecdotes miscellaneous	0
2219	the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed	food	-1
2220	and for this i had to shell out a small fortune	price	-1
2221	i complete the total bagel experience by having it lightly toasted	anecdotes miscellaneous	0
2222	each bite of food at kai was indeed delicious fresh and elegant	food	1
2223	i do not recommend the heartland brewery	anecdotes miscellaneous	-1
2224	after my rd time the manager remembered me and treated me like an usual customer	service	1
2225	the big complaint no toasting available	food	-1
2226	loved it	anecdotes miscellaneous	1
2227	overall a disappointing experience for that price category	price	-1
2228	the wait here is long for dim sum but if you do not like sharing tables or if the typical raucous dim sum atmosphere is not your gig this is a sleek for chinatown alternative	ambience	1
2229	this is a great place to take out of towners and perfect for watching the sunset	anecdotes miscellaneous	1
2230	only complaint would be that at an average cost of per meal i d like not to have to worry about finding a seat	price	-1
2231	the food is a diamond in rough the food is delicious and homemade with the perfect balance of herbs and tomatoes	food	1
2232	i must give it yon out of yon stars	anecdotes miscellaneous	1
2233	it costs extra to turn a regular roll into an inside out roll but the roll more than triples in size and that is not just from the rice	price	-1
2234	while this is a pretty place in that overly cute french way the food was insultingly horrible	ambience	1
2235	we were very pleasantly surprised	anecdotes miscellaneous	1
2236	the ceiling is amazing	ambience	1
2237	i went at pm specifically for the pre theater menu for roasted tomato soup with chevre steak frites creme brulee and it was marvelous	price	1
2238	service here was great food was fantastic	service	1
2239	thank you emilio	anecdotes miscellaneous	1
2240	the service was friendly and the atmosphere was casual	ambience	1
2241	even with a relatively inexpensive botle of wine if you can call inexpensive the cost is through the roof for better than average fare	price	-1
2242	the best thing i tasted were the lambchops	food	1
2243	probably much busier for lunch it is seldom crowded for dinner too close to downtown	ambience	0
2244	definitely highly not recommended	anecdotes miscellaneous	-1
2245	if you love wine and cheese and delicious french fare you ll love artisanal	food	1
2246	everyone treats you like you were part of the family	service	1
2247	they all know you	service	1
2248	the lobster sandwich is and although it was good it was not nearly enough to warrant that price	price	-1
2249	from the moment we walked in they were more than accomodating even though the place was packed	service	1
2250	i had the best ravioli ever	food	1
2251	we were fast to order the appetizer platter since we were very hungry	anecdotes miscellaneous	0
2252	suan was a recommendation that i am glad we heeded	anecdotes miscellaneous	1
2253	we had the scallops as an appetizer and they were delicious and the sauce was wonderful	food	1
2254	all the food was excellent considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it	price	1
2255	i had a late dinner at lucky stike a great name for a joint if ever i saw one	anecdotes miscellaneous	0
2256	i loved this place	anecdotes miscellaneous	1
2257	a great choice at any cost and a great deal	anecdotes miscellaneous	1
2258	to be completely fair the only redeeming factor was the food which was above average but could not make up for all the other deficiencies of teodora	food	1
2259	the spicy tuna roll was unusually good and the rock shrimp tempura was awesome great appetizer to share	food	1
2260	we had a most unpleasant experience at this restaurant	anecdotes miscellaneous	-1
2261	the all you can eat deal is truly amazing here	price	1
2262	great pizza for lunch place	food	1
2263	the flavors robust and subtle	food	1
2264	the wine selection by the glass and bottle is wonderful and i always recommend that friends make a reservation if they are going to be in town	anecdotes miscellaneous	1
2265	i have been here a couple of times and have not been impressed	anecdotes miscellaneous	-1
2266	i highly recommend cafe st bart for their food the ambience and wonderful service	ambience	1
2267	the hostess is rude to the point of being offensive	service	-1
2268	although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat	ambience	1
2269	i was very disappointed with this restaurant	anecdotes miscellaneous	-1
2270	i have had the lunch buffet at chennai a couple of times when i have been in the neighborhood	anecdotes miscellaneous	0
2271	if you ve ever been along the river in weehawken you have an idea of the top of view the chart house has to offer	ambience	1
2272	the service is ok but could be better	service	-1
2273	while i am not sure that this happens all the time this is the kind of treatment that buys repeat business	service	1
2274	if you love seafood you would love this place	food	1
2275	both are delicious the cooks are friendly and are willing to take a moment and speak to you and shake your hand	food	1
2276	the service was the only thing good about this restaurant	service	1
2277	not worth it	anecdotes miscellaneous	-1
2278	the scallion pancakes and fried dumplings were nothing out of the ordinary	food	0
2279	i often go there to eat with my family	anecdotes miscellaneous	0
2280	i must say the view of nyc is so beautiful	ambience	1
2281	everything is delicious though my gf and i come here once a week sometimes you will get addicted	food	1
2282	maybe i say so because it looked promising for people who like artery clogging jewish deli food but turns out to be poorly run and awful	service	-1
2283	the dim sum is delectable while the prices are quite easy on the wallet	food	1
2284	i only have friends	anecdotes miscellaneous	0
2285	she gets for her excellent service and advice	service	1
2286	and the tom kha soup was pathetic	food	-1
2287	the two star chefs left quite some time ago to open their own place	anecdotes miscellaneous	0
2288	they are served with a free appetizer and the portions are perfect for lunch	food	1
2289	butter was melted white wine warm cheese oozing everywhere	food	-1
2290	it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine	food	-1
2291	i in all reality felt as if i had just gotten off air france and was in the th district in paris	ambience	1
2292	baluchi has solid food and a nice decor at reasonable prices	price	1
2293	the food was below average the service was pathetic there was no ambience at all	service	-1
2294	suan has challenged this loyalty	anecdotes miscellaneous	0
2295	i highly recommend cafe st bart for their food the ambience and wonderful service	food	1
2296	emilio the owner is often sitting in the front table greeting guests as they come and go	service	1
2297	my boyfriend and i have been to the minnow four times now and we have consistently been impressed	anecdotes miscellaneous	1
2298	i was pretty much full after our fondue appetizer	food	1
2299	from an english speaking staff	anecdotes miscellaneous	0
2300	i would highly recommand requesting a table by the window	anecdotes miscellaneous	1
2301	great indian food and the service is incredible	service	1
2302	we were worried we would have trouble getting in but somehow managed to have a short wait	service	1
2303	this restaurant used to be pretty decent	anecdotes miscellaneous	-1
2304	good food at the restaurant a bit expensive but great if you want to impress your date	food	1
2305	no really	anecdotes miscellaneous	0
2306	they used shredded cheese on top	food	0
2307	service could be improved but overall this is a place that understands the importance of little things the heavy black antique seeming teapot for one in the restaurant experience	service	-1
2308	they are amazing	anecdotes miscellaneous	1
2309	of course this atmosphere is lacking but what do you expect from a hour bagel place anyways	ambience	-1
2310	i have eaten at shabu tatsu at least times and i always want to go back for more	anecdotes miscellaneous	1
2311	i have been doing all of the above at the heartland brewery for over years now and i have never been disappointed	anecdotes miscellaneous	1
2312	food was very good but not what i would consider out of this world	food	1
2313	if you go for the pre theatre menu it is an even greater deal	price	1
2314	we were sorry to check them off our list as we had enjoyed and recommended the place in the past	anecdotes miscellaneous	-1
2315	i stumbled upon this second floor walk up two fridays ago when i was with two friends in town from l a being serious sushi lovers we sat at the sushi bar to be closer to the action	anecdotes miscellaneous	0
2316	i must say it is a little pricey for the food because it was not as spectacular as the view	price	-1
2317	this place has good potential but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else	price	-1
2318	whether it is the parmesean porcini souffle or the lamb glazed with balsamic vinegar you will surely be transported to northern italy with one bite	food	1
2319	the food was boring and expensive	food	-1
2320	i recently went to this restaurant with some co workers for lunch and had an amazing time	anecdotes miscellaneous	1
2321	service was prompt friendly and great	service	1
2322	a little pricey but it really hits the spot on a sunday morning	price	-1
2323	the service was excellent and the food was delicious	food	1
